ID,Abdullah Yusuf Ali,tag_1,tag_2
3|114,"They believe in Allah and the Last Day; they enjoin what is right, and forbid what is wrong; and they hasten (in emulation) in (all) good works: They are in the ranks of the righteous.",,"['Righteous Living', 'Moral Accountability']"
3|115,"Of the good that they do, nothing will be rejected of them; for Allah knoweth well those that do right.",,"['divine-reward', 'righteous-acceptance']"
3|116,"Those who reject Faith,- neither their possessions nor their (numerous) progeny will avail them aught against Allah: They will be companions of the Fire,-dwelling therein (for ever).",,"['divine-justice', 'hell-warning']"
3|117,"What they spend in the life of this (material) world May be likened to a wind which brings a nipping frost: It strikes and destroys the harvest of men who have wronged their own souls: it is not Allah that hath wronged them, but they wrong themselves.",,"['Divine Justice', 'Consequences of Deeds']"
3|118,"O ye who believe! Take not into your intimacy those outside your ranks: They will not fail to corrupt you. They only desire your ruin: Rank hatred has already appeared from their mouths: What their hearts conceal is far worse. We have made plain to you the Signs, if ye have wisdom.",,"['Social Boundaries', 'Moral Corruption']"
3|119,"Ah! ye are those who love them, but they love you not,- though ye believe in the whole of the Book. When they meet you, they say, ""We believe"": But when they are alone, they bite off the very tips of their fingers at you in their rage. Say: ""Perish in your rage; Allah knoweth well all the secrets of the heart.""",,"['hypocrisy-warning', 'divine-omniscience']"
3|120,"If aught that is good befalls you, it grieves them; but if some misfortune overtakes you, they rejoice at it. But if ye are constant and do right, not the least harm will their cunning do to you; for Allah Compasseth round about all that they do.",,"['Divine Protection', 'Hypocrisy Consequences']"
3|121,Remember that morning Thou didst leave Thy household (early) to post the faithful at their stations for battle: And Allah heareth and knoweth all things:,,"['divine-omniscience', 'prophetic-leadership']"
3|122,"Remember two of your parties Meditated cowardice; but Allah was their protector, and in Allah should the faithful (Ever) put their trust.",,"['Divine Protection', 'Faithful Trust']"
3|123,"Allah had helped you at Badr, when ye were a contemptible little force; then fear Allah; thus May ye show your gratitude.",,"['Divine Assistance', 'Gratitude Obligation']"
3|124,"Remember thou saidst to the Faithful: ""Is it not enough for you that Allah should help you with three thousand angels (Specially) sent down?",,"['Divine Assistance', 'Faithful Trust']"
3|125,"Yea, - if ye remain firm, and act aright, even if the enemy should rush here on you in hot haste, your Lord would help you with five thousand angels Making a terrific onslaught.",,"['Divine Assistance', 'Faithful Steadfastness']"
3|126,"Allah made it but a message of hope for you, and an assurance to your hearts: (in any case) there is no help except from Allah. The Exalted, the Wise:",,"['divine-assurance', 'allah-power']"
3|127,"That He might cut off a fringe of the Unbelievers or expose them to infamy, and they should then be turned back, frustrated of their purpose.",,"['divine-punishment', 'divine-justice']"
3|128,"Not for thee, (but for Allah), is the decision: Whether He turn in mercy to them, or punish them; for they are indeed wrong-doers.",,"['divine-authority', 'allah-justice']"
3|129,"To Allah belongeth all that is in the heavens and on earth. He forgiveth whom He pleaseth and punisheth whom He pleaseth; but Allah is Oft-Forgiving, Most Merciful.",,"['allah-mercy', 'divine-power']"
3|130,"O ye who believe! Devour not usury, doubled and multiplied; but fear Allah; that ye may (really) prosper.",,"['divine-justice', 'righteous-living']"
3|131,"Fear the Fire, which is repaired for those who reject Faith:",,"['hell-warning', 'divine-justice']"
3|132,And obey Allah and the Messenger; that ye may obtain mercy.,,"['divine-obedience', 'allah-mercy']"
3|133,"Be quick in the race for forgiveness from your Lord, and for a Garden whose width is that (of the whole) of the heavens and of the earth, prepared for the righteous,-",,"['divine-forgiveness', 'paradise-promise']"
3|134,"Those who spend (freely), whether in prosperity, or in adversity; who restrain anger, and pardon (all) men;- for Allah loves those who do good;-",,"['divine-love', 'good-character']"
3|135,"And those who, having done something to be ashamed of, or wronged their own souls, earnestly bring Allah to mind, and ask for forgiveness for their sins,- and who can forgive sins except Allah?- and are never obstinate in persisting knowingly in (the wrong) they have done.",,"['repentance-forgiveness', 'divine-mercy']"
3|136,"For such the reward is forgiveness from their Lord, and Gardens with rivers flowing underneath,- an eternal dwelling: How excellent a recompense for those who work (and strive)!",,"['divine-reward', 'eternal-paradise']"
3|137,"Many were the Ways of Life that have passed away before you: travel through the earth, and see what was the end of those who rejected Truth.",,"['divine-justice', 'historical-lessons']"
3|138,"Here is a plain statement to men, a guidance and instruction to those who fear Allah!",,"['divine-guidance', 'righteous-living']"
3|139,"So lose not heart, nor fall into despair: For ye must gain mastery if ye are true in Faith.",,"['faith-perseverance', 'spiritual-resilience']"
3|140,"If a wound hath touched you, be sure a similar wound hath touched the others. Such days (of varying fortunes) We give to men and men by turns: that Allah may know those that believe, and that He may take to Himself from your ranks Martyr-witnesses (to Truth). And Allah loveth not those that do wrong.",,"['divine-testing', 'faith-trial']"
3|141,Allah's object also is to purge those that are true in Faith and to deprive of blessing Those that resist Faith.,,"['Divine Judgment', 'Faith Testing']"
3|142,Did ye think that ye would enter Heaven without Allah testing those of you who fought hard (In His Cause) and remained steadfast?,,"['Divine Testing', 'Faith Purification']"
3|143,"Ye did indeed wish for death before ye met him: Now ye have seen him with your own eyes, (And ye flinch!)",,"['cowardice-fear', 'hypocrisy-testing']"
3|144,"Muhammad is no more than a messenger: many Were the messenger that passed away before him. If he died or were slain, will ye then Turn back on your heels? If any did turn back on his heels, not the least harm will he do to Allah; but Allah (on the other hand) will swiftly reward those who (serve Him) with gratitude.",,"['prophet-mortality', 'divine-reward']"
3|145,"Nor can a soul die except by Allah's leave, the term being fixed as by writing. If any do desire a reward in this life, We shall give it to him; and if any do desire a reward in the Hereafter, We shall give it to him. And swiftly shall We reward those that (serve us with) gratitude.",,"['divine-decree', 'reward-gratitude']"
3|146,"How many of the prophets fought (in Allah's way), and with them (fought) Large bands of godly men? but they never lost heart if they met with disaster in Allah's way, nor did they weaken (in will) nor give in. And Allah Loves those who are firm and steadfast.",,"['divine-love', 'patience-perseverance']"
3|147,"All that they said was: ""Our Lord! Forgive us our sins and anything We may have done that transgressed our duty: Establish our feet firmly, and help us against those that resist Faith.""",,"['divine-forgiveness', 'spiritual-resilience']"
3|148,"And Allah gave them a reward in this world, and the excellent reward of the Hereafter. For Allah Loveth those who do good.",,"['divine-reward', 'divine-love']"
3|149,"O ye who believe! If ye obey the Unbelievers, they will drive you back on your heels, and ye will turn back (from Faith) to your own loss.",,"['faith-protection', 'divine-allegiance']"
3|150,"Nay, Allah is your protector, and He is the best of helpers.",,"['divine-protection', 'allah-mercy']"
3|151,"Soon shall We cast terror into the hearts of the Unbelievers, for that they joined companions with Allah, for which He had sent no authority: their abode will be the Fire: And evil is the home of the wrong-doers!",,"['Divine Punishment', 'Idolatry Consequences']"
3|152,"Allah did indeed fulfil His promise to you when ye with His permission Were about to annihilate your enemy,-until ye flinched and fell to disputing about the order, and disobeyed it after He brought you in sight (of the booty) which ye covet. Among you are some that hanker after this world and some that desire the Hereafter. Then did He divert you from your foes in order to test you but He forgave you: For Allah is full of grace to those who believe.",,"['divine-testing', 'allah-forgiveness']"
3|153,"Behold! ye were climbing up the high ground, without even casting a side glance at any one, and the Messenger in your rear was calling you back. There did Allah give you one distress after another by way of requital, to teach you not to grieve for (the booty) that had escaped you and for (the ill) that had befallen you. For Allah is well aware of all that ye do.",,"['divine-testing', 'spiritual-discipline']"
3|154,"After (the excitement) of the distress, He sent down calm on a band of you overcome with slumber, while another band was stirred to anxiety by their own feelings, Moved by wrong suspicions of Allah-suspicions due to ignorance. They said: ""What affair is this of ours?"" Say thou: ""Indeed, this affair is wholly Allah's."" They hide in their minds what they dare not reveal to thee. They say (to themselves): ""If we had had anything to do with this affair, We should not have been in the slaughter here."" Say: ""Even if you had remained in your homes, those for whom death was decreed would certainly have gone forth to the place of their death""; but (all this was) that Allah might test what is in your breasts and purge what is in your hearts. For Allah knoweth well the secrets of your hearts.",,"['divine-testing', 'allah-forgiveness']"
3|155,"Those of you who turned back on the day the two hosts Met,-it was Satan who caused them to fail, because of some (evil) they had done. But Allah Has blotted out (their fault): For Allah is Oft-Forgiving, Most Forbearing.",,"['allah-forgiveness', 'spiritual-accountability']"
3|156,"O ye who believe! Be not like the Unbelievers, who say of their brethren, when they are travelling through the Earth or engaged in fighting: ""If they had stayed with us, they would not have died, or been slain."" This that Allah may make it a cause of sighs and regrets in their hearts. It is Allah that gives Life and Death, and Allah sees well all that ye do.",,"['divine-decree', 'allah-power']"
3|157,"And if ye are slain, or die, in the way of Allah, forgiveness and mercy from Allah are far better than all they could amass.",,"['divine-mercy', 'afterlife-reward']"
3|158,"And if ye die, or are slain, Lo! it is unto Allah that ye are brought together.",,"['divine-judgment', 'life-after-death']"
3|159,"It is part of the Mercy of Allah that thou dost deal gently with them Wert thou severe or harsh-hearted, they would have broken away from about thee: so pass over (Their faults), and ask for (Allah's) forgiveness for them; and consult them in affairs (of moment). Then, when thou hast Taken a decision put thy trust in Allah. For Allah loves those who put their trust (in Him).",,"['divine-mercy', 'trust-in-allah']"
3|160,"If Allah helps you, none can overcome you: If He forsakes you, who is there, after that, that can help you? in Allah, then, Let believers put their trust.",,"['divine-help', 'trust-in-allah']"
3|161,"No prophet could (ever) be false to his trust. If any person is so false, He shall, on the Day of Judgment, restore what he misappropriated; then shall every soul receive its due,- whatever it earned,- and none shall be dealt with unjustly.",,"['divine-justice', 'prophetic-integrity']"
3|162,"Is the man who follows the good pleasure of Allah Like the man who draws on himself the wrath of Allah, and whose abode is in Hell?- A woeful refuge!",,"['divine-justice', 'moral-contrast']"
3|163,"They are in varying gardens in the sight of Allah, and Allah sees well all that they do.",,"['divine-oversight', 'divine-reward']"
3|164,"Allah did confer a great favour on the believers when He sent among them a messenger from among themselves, rehearsing unto them the Signs of Allah, sanctifying them, and instructing them in Scripture and Wisdom, while, before that, they had been in manifest error.",,"['divine-mercy', 'prophetic-guidance']"
3|165,"What! When a single disaster smites you, although ye smote (your enemies) with one twice as great, do ye say?- ""Whence is this?"" Say (to them): ""It is from yourselves: For Allah hath power over all things.""",,"['Divine Justice', 'Self-Accountability']"
3|166,"What ye suffered on the day the two armies Met, was with the leave of Allah, in order that He might test the believers,-",,"['divine-test', 'allah-power']"
3|167,"And the Hypocrites also. These were told: ""Come, fight in the way of Allah, or (at least) drive (The foe from your city)."" They said: ""Had we known how to fight, we should certainly have followed you."" They were that day nearer to Unbelief than to Faith, saying with their lips what was not in their hearts but Allah hath full knowledge of all they conceal.",,"['hypocrisy-exposure', 'faith-testing']"
3|168,"(They are) the ones that say, (of their brethren slain), while they themselves sit (at ease): ""If only they had listened to us they would not have been slain."" Say: ""Avert death from your own selves, if ye speak the truth.""",,"['hypocrisy-condemnation', 'divine-justice']"
3|169,"Think not of those who are slain in Allah's way as dead. Nay, they live, finding their sustenance in the presence of their Lord;",,"['martyrdom-reward', 'divine-provision']"
3|170,"They rejoice in the bounty provided by Allah: And with regard to those left behind, who have not yet joined them (in their bliss), the (Martyrs) glory in the fact that on them is no fear, nor have they (cause to) grieve.",,"['divine-reward', 'spiritual-peace']"
3|171,"They glory in the Grace and the bounty from Allah, and in the fact that Allah suffereth not the reward of the Faithful to be lost (in the least).",,"['divine-reward', 'allah-mercy']"
3|172,"Of those who answered the call of Allah and the Messenger, even after being wounded, those who do right and refrain from wrong have a great reward;-",,"['divine-reward', 'righteous-living']"
3|173,"Men said to them: ""A great army is gathering against you"": And frightened them: But it (only) increased their Faith: They said: ""For us Allah sufficeth, and He is the best disposer of affairs.""",,"['trust-in-allah', 'faith-in-adversity']"
3|174,And they returned with Grace and bounty from Allah: no harm ever touched them: For they followed the good pleasure of Allah: And Allah is the Lord of bounties unbounded.,,"['divine-mercy', 'allah-pleasure']"
3|175,"It is only the Evil One that suggests to you the fear of his votaries: Be ye not afraid of them, but fear Me, if ye have Faith.",,"['Divine Protection', 'Faith Courage']"
3|176,"Let not those grieve thee who rush headlong into Unbelief: Not the least harm will they do to Allah: Allah's plan is that He will give them no portion in the Hereafter, but a severe punishment.",,"['divine-justice', 'divine-punishment']"
3|177,"Those who purchase Unbelief at the price of faith,- not the least harm will they do to Allah, but they will have a grievous punishment.",,"['divine-justice', 'faith-reward']"
3|178,Let not the Unbelievers think that our respite to them is good for themselves: We grant them respite that they may grow in their iniquity: But they will have a shameful punishment.,,"['divine-justice', 'divine-wisdom']"
3|179,"Allah will not leave the believers in the state in which ye are now, until He separates what is evil from what is good nor will He disclose to you the secrets of the Unseen. But He chooses of His Messengers (For the purpose) whom He pleases. So believe in Allah. And His messengers: And if ye believe and do right, ye have a reward without measure.",,"['Divine Judgment', 'Faith Reward']"
3|180,"And let not those who covetously withhold of the gifts which Allah Hath given them of His Grace, think that it is good for them: Nay, it will be the worse for them: soon shall the things which they covetously withheld be tied to their necks Like a twisted collar, on the Day of Judgment. To Allah belongs the heritage of the heavens and the earth; and Allah is well-acquainted with all that ye do.",,"['divine-justice', 'greed-consequences']"
3|181,"Allah hath heard the taunt of those who say: ""Truly, Allah is indigent and we are rich!""- We shall certainly record their word and (their act) of slaying the prophets in defiance of right, and We shall say: ""Taste ye the penalty of the Scorching Fire!",,"['divine-justice', 'prophet-persecution']"
3|182,This is because of the (unrighteous deeds) which your hands sent on before ye: For Allah never harms those who serve Him.,,"['Divine Justice', 'Righteous Recompense']"
3|183,"They (also) said: ""Allah took our promise not to believe in an messenger unless He showed us a sacrifice consumed by Fire (From heaven)."" Say: ""There came to you messengers before me, with clear Signs and even with what ye ask for: why then did ye slay them, if ye speak the truth?""",,"['Divine Justice', 'Prophetic Rejection']"
3|184,"Then if they reject thee, so were rejected messengers before thee, who came with Clear Signs, Books of dark prophecies, and the Book of Enlightenment.",,"['prophet-rejection', 'divine-justice']"
3|185,Every soul shall have a taste of death: And only on the Day of Judgment shall you be paid your full recompense. Only he who is saved far from the Fire and admitted to the Garden will have attained the object (of Life): For the life of this world is but goods and chattels of deception.,,"['divine-justice', 'life-after-death']"
3|186,"Ye shall certainly be tried and tested in your possessions and in your personal selves; and ye shall certainly Hear much that will grieve you, from those who received the Book before you and from those who worship many gods. But if ye persevere patiently, and guard against evil,-then that will be a determining factor in all affairs.",,"['trials-perseverance', 'moral-resilience']"
3|187,"And remember Allah took a covenant from the People of the Book, to make it known and clear to mankind, and not to hide it; but they threw it away behind their backs, and purchased with it some miserable gain! And vile was the bargain they made!",,"['divine-covenant', 'moral-accountability']"
3|188,"Think not that those who exult in what they have brought about, and love to be praised for what they have not done,- think escape the penalty. For them is a penalty Grievous indeed.",,"['divine-justice', 'hypocrisy-warning']"
3|189,To Allah belongeth the dominion of the heavens and the earth; and Allah hath power over all things.,,"['Divine Sovereignty', 'Allah Power']"
3|190,"Behold! in the creation of the heavens and the earth, and the alternation of night and day,- there are indeed Signs for men of understanding,-",,"['Divine Power', 'Cosmic Signs']"
3|191,"Men who celebrate the praises of Allah, standing, sitting, and lying down on their sides, and contemplate the (wonders of) creation in the heavens and the earth, (With the thought): ""Our Lord! not for naught Hast Thou created (all) this! Glory to Thee! Give us salvation from the penalty of the Fire.",,"['Divine Contemplation', 'Spiritual Salvation']"
3|192,"Our Lord! any whom Thou dost admit to the Fire, Truly Thou coverest with shame, and never will wrong-doers Find any helpers!",,"['divine-justice', 'hell-warning']"
3|193,"Our Lord! we have heard the call of one calling (Us) to Faith, 'Believe ye in the Lord,' and we have believed. Our Lord! Forgive us our sins, blot out from us our iniquities, and take to Thyself our souls in the company of the righteous.",,"['divine-forgiveness', 'spiritual-connection']"
3|194,"Our Lord! Grant us what Thou didst promise unto us through Thine messengers, and save us from shame on the Day of Judgment: For Thou never breakest Thy promise.",,"['divine-promise', 'judgment-day-fear']"
3|195,"And their Lord hath accepted of them, and answered them: ""Never will I suffer to be lost the work of any of you, be he male or female: Ye are members, one of another: Those who have left their homes, or been driven out therefrom, or suffered harm in My Cause, or fought or been slain,- verily, I will blot out from them their iniquities, and admit them into Gardens with rivers flowing beneath;- A reward from the presence of Allah, and from His presence is the best of rewards.""",,"['divine-mercy', 'divine-reward']"
3|196,Let not the strutting about of the Unbelievers through the land deceive thee:,,"['divine-warning', 'spiritual-deception']"
3|197,Little is it for enjoyment: Their ultimate abode is Hell: what an evil bed (To lie on)!,,"['Divine Justice', 'Hell Warning']"
3|198,"On the other hand, for those who fear their Lord, are Gardens, with rivers flowing beneath; therein are they to dwell (for ever),- a gift from the presence of Allah; and that which is in the presence of Allah is the best (bliss) for the righteous.",,"['divine-reward', 'righteous-recompense']"
3|199,"And there are, certainly, among the People of the Book, those who believe in Allah, in the revelation to you, and in the revelation to them, bowing in humility to Allah: They will not sell the Signs of Allah for a miserable gain! For them is a reward with their Lord, and Allah is swift in account.",,"['Faithfulness-Reward', 'Divine-Justice']"
3|200,O ye who believe! Persevere in patience and constancy; vie in such perseverance; strengthen each other; and fear Allah; that ye may prosper.,,"['patience-perseverance', 'righteous-living']"
